Randy Forbes	http://www.ontheissues.org/VA/Randy_Forbes.htm
Steve Forbes	http://www.ontheissues.org/Steve_Forbes.htm
Gerald Ford	http://www.ontheissues.org/Gerald_Ford.htm
Harold Ford	http://www.ontheissues.org/House/Harold_Ford.htm
Wendell Ford	http://www.ontheissues.org/Senate/Wendell_Ford.htm
Kirk Fordice	http://www.ontheissues.org/Kirk_Fordice.htm
Douglas Forrester	http://www.issues2000.org/Douglas_Forrester.htm
Vito Fossella	http://www.ontheissues.org/NY/Vito_Fossella.htm
Mike Foster	http://www.ontheissues.org/Mike_Foster.htm
Tillie Fowler	http://www.ontheissues.org/FL/Tillie_Fowler.htm
Jon Fox	http://www.ontheissues.org/PA/Jon_Fox.htm
Barney Frank	http://www.ontheissues.org/MA/Barney_Frank.htm
Gary Franks	http://www.ontheissues.org/House/Gary_Franks.htm
Robert Franks	http://www.ontheissues.org/NJ/Robert_Franks.htm
Trent Franks	http://www.OnTheIssues.org/House/Trent_Franks.htm
Rodney Frelinghuysen	http://www.ontheissues.org/NJ/Rodney_Frelinghuysen.htm
Milton Friedman	http://www.ontheissues.org/Milton_Friedman.htm
Daniel Frisa	http://www.ontheissues.org/NY/Daniel_Frisa.htm
Bill Frist	http://www.ontheissues.org/Senate/Bill_Frist.htm
Martin Frost	http://www.ontheissues.org/TX/Martin_Frost.htm
David Funderburk	http://www.ontheissues.org/NC/David_Funderburk.htm
Elizabeth Furse	http://www.ontheissues.org/House/Elizabeth_Furse.htm
David Gallaher	http://www.ontheissues.org/Senate2000/David_Gallaher.htm
Elton Gallegly	http://www.ontheissues.org/CA/Elton_Gallegly.htm
William Galvin	http://www.ontheissues.org/William_Galvin.htm
Greg Ganske	http://www.ontheissues.org/House/Greg_Ganske.htm
Scott Garrett	http://www.OnTheIssues.org/NJ/Scott_Garrett.htm
Lauren Beth Gash	http://www.issues2000.org/Lauren_Beth_Gash.htm
Jeff Gates	http://www.ontheissues.org/Senate2000/Jeff_Gates.htm
Sam Gejdenson	http://www.ontheissues.org/House/Sam_Gejdenson.htm
George Gekas	http://www.ontheissues.org/PA/George_Gekas.htm
Dick Gephardt	http://www.ontheissues.org/House/Dick_Gephardt.htm
Jim Geringer	http://www.ontheissues.org/Jim_Geringer.htm
Jim Gerlach	http://www.OnTheIssues.org/PA/Jim_Gerlach.htm
Jim Gibbons	http://www.ontheissues.org/House/Jim_Gibbons.htm
James Gibson	http://www.ontheissues.org/Senate2000/James_Gibson.htm
Wayne Gilchrest	http://www.ontheissues.org/House/Wayne_Gilchrest.htm
Jim Giles	http://www.ontheissues.org/Senate2000/Jim_Giles.htm
John Gillespie	http://www.ontheissues.org/Senate2000/John_Gillespie.htm
Paul Gillmor	http://www.ontheissues.org/OH/Paul_Gillmor.htm
Benjamin Gilman	http://www.ontheissues.org/NY/Benjamin_Gilman.htm
Jim Gilmore	http://www.ontheissues.org/Jim_Gilmore.htm
Phil Gingrey	http://www.OnTheIssues.org/GA/Phil_Gingrey.htm
Newt Gingrich	http://www.ontheissues.org/Newt_Gingrich.htm
Ruth Bader Ginsburg	http://www.ontheissues.org/Ruth_Bader_Ginsburg.htm
Philip Giordano	http://www.ontheissues.org/Senate2000/Philip_Giordano.htm
Rudy Giuliani	http://www.ontheissues.org/Rudy_Giuliani.htm
Parris Glendening	http://www.ontheissues.org/Parris_Glendening.htm
John Glenn	http://www.ontheissues.org/Senate/John_Glenn.htm
Guy Glodis	http://www.MassScorecard.org/MA_Senate/Guy_Glodis.htm
Nat Goldhaber	http://www.issues2000.org/Nat_Goldhaber.htm
Charlie Gonzalez	http://www.ontheissues.org/TX/Charlie_Gonzale.htmz
Virgil Goode	http://www.ontheissues.org/VA/Virgil_Goode.htm
Bob Goodlatte	http://www.ontheissues.org/VA/Bob_Goodlatte.htm
Bill Goodling	http://www.ontheissues.org/PA/Bill_Goodling.htm
Bart Gordon	http://www.ontheissues.org/House/Bart_Gordon.htm
Jesse Gordon	http://www.ontheissues.org/Jesse_Gordon.htm
Al Gore	http://www.ontheissues.org/Al_Gore.htm
Tipper Gore	http://www.ontheissues.org/Senate/Tipper_Gore.htm
Slade Gorton	http://www.ontheissues.org/Senate/Slade_Gorton.htm
Porter Goss	http://www.ontheissues.org/FL/Porter_Goss.htm
Bob Graham	http://www.ontheissues.org/Senate/Bob_Graham.htm
Lindsey Graham	http://www.ontheissues.org/House/Lindsey_Graham.htm
Phil Gramm	http://www.ontheissues.org/Senate/Phil_Gramm.htm
Rod Grams	http://www.ontheissues.org/Senate/Rod_Grams.htm
Kay Granger	http://www.ontheissues.org/TX/Kay_Granger.htm
Jennifer Granholm	http://www.ontheissues.org/Jennifer_Granholm.htm
Chuck Grassley	http://www.ontheissues.org/Senate/Chuck_Grassley.htm
Bill Graves	http://www.ontheissues.org/Bill_Graves.htm
Samuel Graves	http://www.ontheissues.org/House/Samuel_Graves.htm
Gene Green	http://www.ontheissues.org/TX/Gene_Green.htm
Mark Green	http://www.ontheissues.org/House/Mark_Green.htm
Richard C. Green	http://www.ontheissues.org/Senate2000/Richard_C__Green.htm
Jim Greenwood	http://www.ontheissues.org/PA/Jim_Greenwood.htm
Judd Gregg	http://www.ontheissues.org/Senate/Judd_Gregg.htm
Raul Grijalva	http://www.OnTheIssues.org/House/Raul_Grijalva.htm
Steve Grossman	http://www.ontheissues.org/Steve_Grossman.htm
Felix Grucci	http://www.ontheissues.org/NY/Felix_Grucci.htm
Kenny Guinn	http://www.ontheissues.org/Kenny_Guinn.htm
Steve Gunderson	http://www.ontheissues.org/House/Steve_Gunderson.htm
Carl Gutierrez	http://www.ontheissues.org/Carl_Gutierre.htmz
Luis Gutierrez	http://www.ontheissues.org/IL/Luis_Gutierre.htmz
Gil Gutknecht	http://www.ontheissues.org/House/Gil_Gutknecht.htm
Chuck Hagel	http://www.ontheissues.org/Senate/Chuck_Hagel.htm
John Hagelin	http://www.ontheissues.org/John_Hagelin.htm
